file_a,file_b,cluster_a,cluster_b,label,d_find,d_phash,d_whash
0526_15406580.jpg,0526_17141581.jpg,0526,0526,within,128,132,106
0526_27304481.jpg,0526_34376909.jpg,0526,0526,within,34,34,20
0526_24444898.jpg,0526_24679821.jpg,0526,0526,within,46,40,32
0526_19791836.jpg,0526_32924495.jpg,0526,0526,within,24,30,10
0475_21334297.jpg,0475_24315730.jpg,0475,0475,within,28,20,28
0475_12161571.jpg,0475_13474364.jpg,0475,0475,within,24,12,31
0475_12693113.jpg,0475_24643920.jpg,0475,0475,within,30,18,46
0475_12575063.jpg,0475_13394707.jpg,0475,0475,within,26,24,40
0475_13320097.jpg,0475_13394707.jpg,0475,0475,within,32,28,38
0565_13144889.jpg,0565_24265400.jpg,0565,0565,within,92,86,26
0565_21353563.jpg,0565_35005976.jpg,0565,0565,within,82,78,47
0565_34889776.jpg,0565_35008976.jpg,0565,0565,within,92,84,19
0565_26820386.jpg,0565_28008533.jpg,0565,0565,within,102,96,68
0565_26820386.jpg,0565_35004798.jpg,0565,0565,within,86,84,56
0375_10601681.jpg,0375_10626652.jpg,0375,0375,within,24,18,6
0375_10601205.jpg,0375_11859433.jpg,0375,0375,within,16,14,14
0375_10601164.jpg,0375_10626760.jpg,0375,0375,within,24,26,8
0375_10626652.jpg,0375_10627072.jpg,0375,0375,within,16,16,4
0375_10601164.jpg,0375_10626546.jpg,0375,0375,within,18,18,10
0582_23933838.jpg,0582_30435014.jpg,0582,0582,within,56,52,20
0582_27141519.jpg,0582_30435014.jpg,0582,0582,within,56,52,28
0582_20794779.jpg,0582_28079436.jpg,0582,0582,within,58,48,18
0582_17654673.jpg,0582_17814218.jpg,0582,0582,within,56,46,12
0582_23716656.jpg,0582_27712694.jpg,0582,0582,within,48,48,20
0258_10553335.jpg,0258_10964042.jpg,0258,0258,within,22,16,10
0258_10507442.jpg,0258_10561717.jpg,0258,0258,within,38,40,14
0258_10553335.jpg,0258_10711155.jpg,0258,0258,within,22,16,10
0258_10666750.jpg,0258_27239146.jpg,0258,0258,within,22,22,8
0258_10556462.jpg,0258_10964042.jpg,0258,0258,within,18,12,12
0702_21732569.jpg,0702_22569644.jpg,0702,0702,within,82,78,24
0702_20573201.jpg,0702_21830256.jpg,0702,0702,within,82,72,20
0702_26076022.jpg,0702_29426841.jpg,0702,0702,within,54,54,22
0702_21346763.jpg,0702_22059639.jpg,0702,0702,within,84,88,34
0702_21518962.jpg,0702_29426841.jpg,0702,0702,within,58,50,26
0520_12195018.jpg,0520_12196361.jpg,0520,0520,within,42,30,19
0520_12195674.jpg,0520_12196244.jpg,0520,0520,within,36,30,20
0520_12195018.jpg,0520_12195674.jpg,0520,0520,within,26,20,24
0520_12196022.jpg,0520_12196244.jpg,0520,0520,within,26,24,24
0520_12195674.jpg,0520_12195769.jpg,0520,0520,within,48,42,16
0865_23128603.jpg,0865_23787231.jpg,0865,0865,within,38,32,20
0865_23128164.jpg,0865_29828310.jpg,0865,0865,within,58,62,30
0865_23458149.jpg,0865_27007606.jpg,0865,0865,within,48,50,16
0865_23465460.jpg,0865_25032203.jpg,0865,0865,within,40,36,34
0865_23124354.jpg,0865_26001418.jpg,0865,0865,within,40,42,20
0086_12010196.jpg,0086_18005482.jpg,0086,0086,within,48,34,14
0086_12190257.jpg,0086_22337739.jpg,0086,0086,within,40,46,24
0086_22946703.jpg,0086_29916657.jpg,0086,0086,within,130,130,110
0086_11504645.jpg,0086_14164452.jpg,0086,0086,within,56,54,26
0086_18005482.jpg,0086_21731267.jpg,0086,0086,within,52,56,20
0451_11327312.jpg,0451_23979093.jpg,0451,0451,within,102,92,50
0451_11511575.jpg,0451_14574828.jpg,0451,0451,within,82,76,42
0451_11489511.jpg,0451_28764763.jpg,0451,0451,within,116,104,48
0451_11489511.jpg,0451_23979093.jpg,0451,0451,within,74,68,48
0451_23534424.jpg,0451_23979092.jpg,0451,0451,within,36,40,22
0396_22621484.jpg,0396_24314178.jpg,0396,0396,within,76,74,24
0396_22622240.jpg,0396_29081690.jpg,0396,0396,within,72,72,24
0396_24067416.jpg,0396_24314334.jpg,0396,0396,within,72,62,16
0396_24516346.jpg,0396_24651828.jpg,0396,0396,within,42,36,10
0396_1078.jpg,0396_19765289.jpg,0396,0396,within,56,46,26
0211_10305620.jpg,0211_18082579.jpg,0211,0211,within,42,44,16
0211_10305620.jpg,0211_29797935.jpg,0211,0211,within,34,40,21
0211_10337224.jpg,0211_18082579.jpg,0211,0211,within,52,46,14
0211_10327176.jpg,0211_10414230.jpg,0211,0211,within,58,62,10
0211_10338558.jpg,0211_17554805.jpg,0211,0211,within,46,52,10
0061_10668895.jpg,0061_34844312.jpg,0061,0061,within,52,46,30
0061_10183954.jpg,0061_15775625.jpg,0061,0061,within,50,46,38
0061_11453646.jpg,0061_16702028.jpg,0061,0061,within,34,32,32
0061_10198894.jpg,0061_20736146.jpg,0061,0061,within,26,30,56
0061_10198894.jpg,0061_11378150.jpg,0061,0061,within,30,28,10
0758_21362796.jpg,0758_34894434.jpg,0758,0758,within,38,34,26
0758_21132808.jpg,0758_21510449.jpg,0758,0758,within,38,32,22
0758_21362796.jpg,0758_21616905.jpg,0758,0758,within,38,36,26
0758_21366319.jpg,0758_32921164.jpg,0758,0758,within,34,34,30
0758_31689050.jpg,0758_34894434.jpg,0758,0758,within,46,50,20
0298_13540989.jpg,0298_13941940.jpg,0298,0298,within,50,48,32
0298_13540989.jpg,0298_30910467.jpg,0298,0298,within,56,52,40
0298_28298260.jpg,0298_28534716.jpg,0298,0298,within,42,42,24
0298_10348538.jpg,0298_20568176.jpg,0298,0298,within,58,56,50
0298_13455107.jpg,0298_24113264.jpg,0298,0298,within,52,54,42
0610_16092883.jpg,0610_34590165.jpg,0610,0610,within,72,88,36
0610_14727200.jpg,0610_17460367.jpg,0610,0610,within,30,32,10
0610_16130104.jpg,0610_16414205.jpg,0610,0610,within,48,44,10
0610_15958152.jpg,0610_16092883.jpg,0610,0610,within,60,56,34
0610_15958152.jpg,0610_16277056.jpg,0610,0610,within,56,60,26
0714_22174338.jpg,0714_33933424.jpg,0714,0714,within,50,44,18
0714_22163854.jpg,0714_33599501.jpg,0714,0714,within,60,48,32
0714_19281231.jpg,0714_22163854.jpg,0714,0714,within,60,50,34
0714_19951118.jpg,0714_24043684.jpg,0714,0714,within,40,38,30
0714_18599199.jpg,0714_19253547.jpg,0714,0714,within,20,18,16
0315_10985140.jpg,0315_29007526.jpg,0315,0315,within,48,34,28
0315_10569455.jpg,0315_10807837.jpg,0315,0315,within,36,44,38
0315_10569463.jpg,0315_20949709.jpg,0315,0315,within,60,50,16
0315_29007526.jpg,0315_29352952.jpg,0315,0315,within,36,30,22
0315_10374885.jpg,0315_29007526.jpg,0315,0315,within,58,64,38
0964_30921866.jpg,0964_32826201.jpg,0964,0964,within,16,22,60
0964_32668628.jpg,0964_32826201.jpg,0964,0964,within,22,22,58
0964_32530806.jpg,0964_32826201.jpg,0964,0964,within,8,10,7
0964_32597564.jpg,0964_34014043.jpg,0964,0964,within,40,42,92
0964_32597564.jpg,0964_32687414.jpg,0964,0964,within,46,40,62
0715_18592568.jpg,0715_18626167.jpg,0715,0715,within,38,34,16
0715_18652742.jpg,0715_18946529.jpg,0715,0715,within,56,50,34
0715_18643223.jpg,0715_22109071.jpg,0715,0715,within,42,38,22
0715_18626167.jpg,0715_18946529.jpg,0715,0715,within,54,50,30
0715_18622982.jpg,0715_18643223.jpg,0715,0715,within,70,68,42
0780_28509622.jpg,0780_28634082.jpg,0780,0780,within,46,40,32
0780_25575460.jpg,0780_27697954.jpg,0780,0780,within,42,44,38
0780_28330760.jpg,0780_30179886.jpg,0780,0780,within,34,28,32
0780_27111915.jpg,0780_27804505.jpg,0780,0780,within,34,32,10
0780_28330760.jpg,0780_32258251.jpg,0780,0780,within,34,38,14
0439_19282916.jpg,0439_20645821.jpg,0439,0439,within,32,32,22
0439_11234668.jpg,0439_13806800.jpg,0439,0439,within,18,16,18
0439_17141800.jpg,0439_22311833.jpg,0439,0439,within,58,58,32
0439_11234668.jpg,0439_14730856.jpg,0439,0439,within,16,22,26
0439_13806800.jpg,0439_22061032.jpg,0439,0439,within,48,48,44
0907_28239651.jpg,0907_34242906.jpg,0907,0907,within,54,54,28
0907_31068309.jpg,0907_34605082.jpg,0907,0907,within,68,70,30
0907_24618132.jpg,0907_31068309.jpg,0907,0907,within,50,60,30
0907_25404581.jpg,0907_26256732.jpg,0907,0907,within,68,60,28
0907_24631148.jpg,0907_26882245.jpg,0907,0907,within,60,58,34
0249_10310105.jpg,0249_11652733.jpg,0249,0249,within,40,28,16
0249_10964457.jpg,0249_11740852.jpg,0249,0249,within,44,34,30
0249_10716708.jpg,0249_11029413.jpg,0249,0249,within,38,30,12
0249_24587793.jpg,0249_30906856.jpg,0249,0249,within,34,30,14
0249_10279467.jpg,0249_10512694.jpg,0249,0249,within,32,18,16
0664_18622895.jpg,0664_34151626.jpg,0664,0664,within,44,52,28
0664_27004055.jpg,0664_28244890.jpg,0664,0664,within,42,44,20
0664_25023700.jpg,0664_34615854.jpg,0664,0664,within,30,32,14
0664_27004055.jpg,0664_28242272.jpg,0664,0664,within,40,32,10
0664_28589187.jpg,0664_34615854.jpg,0664,0664,within,44,36,12
0562_14027994.jpg,0562_31936120.jpg,0562,0562,within,62,66,34
0562_29338585.jpg,0562_31151638.jpg,0562,0562,within,44,38,26
0562_14027993.jpg,0562_28987023.jpg,0562,0562,within,56,50,24
0562_14027994.jpg,0562_29338585.jpg,0562,0562,within,62,60,32
0562_29951422.jpg,0562_31151639.jpg,0562,0562,within,50,52,52
0252_11010202.jpg,0252_11021216.jpg,0252,0252,within,50,44,22
0252_11087956.jpg,0252_16536380.jpg,0252,0252,within,84,84,32
0252_10802743.jpg,0252_11594483.jpg,0252,0252,within,74,74,59
0252_10942233.jpg,0252_24040912.jpg,0252,0252,within,58,56,32
0252_11021240.jpg,0252_15590278.jpg,0252,0252,within,80,72,26
0874_23463379.jpg,0874_27528773.jpg,0874,0874,within,30,36,34
0874_23400949.jpg,0874_23456968.jpg,0874,0874,within,46,46,46
0874_23400949.jpg,0874_23457052.jpg,0874,0874,within,38,34,50
0874_23462765.jpg,0874_28491041.jpg,0874,0874,within,54,58,46
0874_23400949.jpg,0874_23402423.jpg,0874,0874,within,2,2,0
0463_16541196.jpg,0463_17221782.jpg,0463,0463,within,80,78,32
0463_11558975.jpg,0463_12494487.jpg,0463,0463,within,84,76,36
0463_13613898.jpg,0463_16541196.jpg,0463,0463,within,76,80,32
0463_11559300.jpg,0463_16541196.jpg,0463,0463,within,70,72,24
0463_11559109.jpg,0463_11581906.jpg,0463,0463,within,72,76,54
0539_16104212.jpg,0539_16847426.jpg,0539,0539,within,26,28,8
0539_16104212.jpg,0539_24531676.jpg,0539,0539,within,58,50,30
0539_16104197.jpg,0539_24531676.jpg,0539,0539,within,60,52,28
0539_13766193.jpg,0539_17271228.jpg,0539,0539,within,48,50,14
0539_13766193.jpg,0539_23220568.jpg,0539,0539,within,28,34,10
0662_16215270.jpg,0662_17316472.jpg,0662,0662,within,38,36,53
0662_16554921.jpg,0662_17313699.jpg,0662,0662,within,50,44,93
0662_17316472.jpg,0662_18116714.jpg,0662,0662,within,30,30,47
0662_18116514.jpg,0662_18171311.jpg,0662,0662,within,84,58,41
0662_16554921.jpg,0662_25558319.jpg,0662,0662,within,52,40,69
0352_10614336.jpg,0352_11652060.jpg,0352,0352,within,74,84,30
0352_10507149.jpg,0352_10507481.jpg,0352,0352,within,72,86,44
0352_10522098.jpg,0352_10614414.jpg,0352,0352,within,30,44,8
0352_10522098.jpg,0352_10548705.jpg,0352,0352,within,52,56,28
0352_10507481.jpg,0352_10994736.jpg,0352,0352,within,68,62,30
0612_15666632.jpg,0612_22175172.jpg,0612,0612,within,22,22,18
0612_15030692.jpg,0612_26971901.jpg,0612,0612,within,40,40,18
0612_19239303.jpg,0612_27698099.jpg,0612,0612,within,44,48,30
0612_14713109.jpg,0612_15666632.jpg,0612,0612,within,18,20,18
0612_14713109.jpg,0612_15030576.jpg,0612,0612,within,30,34,22
0469_20595680.jpg,0469_21757213.jpg,0469,0469,within,54,56,36
0469_18196421.jpg,0469_18264343.jpg,0469,0469,within,48,36,16
0469_17337986.jpg,0469_27890134.jpg,0469,0469,within,128,126,100
0469_19025145.jpg,0469_28611513.jpg,0469,0469,within,54,60,22
0469_20524402.jpg,0469_28483835.jpg,0469,0469,within,42,46,26
0637_14980881.jpg,0637_19703990.jpg,0637,0637,within,62,52,26
0637_15022541.jpg,0637_16296739.jpg,0637,0637,within,60,46,46
0637_15182477.jpg,0637_21927226.jpg,0637,0637,within,58,52,54
0637_14994796.jpg,0637_27099437.jpg,0637,0637,within,54,46,18
0637_15485805.jpg,0637_19905917.jpg,0637,0637,within,54,56,44
0667_18091759.jpg,0667_21805010.jpg,0667,0667,within,132,124,138
0667_20806351.jpg,0667_22252779.jpg,0667,0667,within,44,42,10
0667_17046592.jpg,0667_21805010.jpg,0667,0667,within,124,114,135
0667_16355264.jpg,0667_21805010.jpg,0667,0667,within,134,130,120
0667_17046592.jpg,0667_20806366.jpg,0667,0667,within,118,120,141
0650_20785759.jpg,0650_29023519.jpg,0650,0650,within,70,74,33
0650_27730885.jpg,0650_29695194.jpg,0650,0650,within,60,62,26
0650_22788186.jpg,0650_29466523.jpg,0650,0650,within,46,46,22
0650_26999838.jpg,0650_30311992.jpg,0650,0650,within,48,38,16
0650_20300055.jpg,0650_25904027.jpg,0650,0650,within,44,38,28
0679_16766530.jpg,0679_23248469.jpg,0679,0679,within,42,40,22
0679_17399504.jpg,0679_18298683.jpg,0679,0679,within,44,34,26
0679_16766530.jpg,0679_17672792.jpg,0679,0679,within,44,42,24
0679_16736356.jpg,0679_22485472.jpg,0679,0679,within,52,48,32
0679_16766530.jpg,0679_32641396.jpg,0679,0679,within,60,54,34
0934_26085527.jpg,0934_26085624.jpg,0934,0934,within,34,30,16
0934_26085624.jpg,0934_26482178.jpg,0934,0934,within,48,44,16
0934_26758585.jpg,0934_26885940.jpg,0934,0934,within,40,42,20
0934_25853414.jpg,0934_26401079.jpg,0934,0934,within,58,60,30
0934_26435699.jpg,0934_26758585.jpg,0934,0934,within,34,28,30
0973_27432364.jpg,0973_27433625.jpg,0973,0973,within,42,40,20
0973_27429929.jpg,0973_27432990.jpg,0973,0973,within,74,66,36
0973_27432123.jpg,0973_27433625.jpg,0973,0973,within,46,52,22
0973_27430496.jpg,0973_27433625.jpg,0973,0973,within,44,34,22
0973_27429929.jpg,0973_27430496.jpg,0973,0973,within,76,64,50
0783_27831605.jpg,0783_34410053.jpg,0783,0783,within,76,78,68
0783_27119004.jpg,0783_28540934.jpg,0783,0783,within,84,72,42
0783_28319653.jpg,0783_34304174.jpg,0783,0783,within,94,94,58
0783_21900249.jpg,0783_29572998.jpg,0783,0783,within,110,104,74
0783_24281921.jpg,0783_26014400.jpg,0783,0783,within,86,84,98
0959_27452580.jpg,0959_31290168.jpg,0959,0959,within,78,76,32
0959_27402835.jpg,0959_34648771.jpg,0959,0959,within,52,42,12
0959_27402835.jpg,0959_27724988.jpg,0959,0959,within,78,66,22
0959_26941355.jpg,0959_34034920.jpg,0959,0959,within,94,74,20
0959_31304688.jpg,0959_32000124.jpg,0959,0959,within,44,38,22
0051_21634253.jpg,0051_22702568.jpg,0051,0051,within,54,48,24
0051_24120758.jpg,0051_24489690.jpg,0051,0051,within,68,58,38
0051_22506666.jpg,0051_23897034.jpg,0051,0051,within,116,108,78
0051_21110329.jpg,0051_24489690.jpg,0051,0051,within,24,24,2
0051_10222519.jpg,0051_15324344.jpg,0051,0051,within,72,64,36
0329_10417907.jpg,0329_10417979.jpg,0329,0329,within,72,70,26
0329_10417947.jpg,0329_10418046.jpg,0329,0329,within,42,34,24
0329_10417979.jpg,0329_10418046.jpg,0329,0329,within,40,36,26
0329_10417963.jpg,0329_10418017.jpg,0329,0329,within,38,34,28
0329_10417931.jpg,0329_10417963.jpg,0329,0329,within,74,78,42
0985_31774694.jpg,0985_32745382.jpg,0985,0985,within,42,50,34
0985_30818660.jpg,0985_33495165.jpg,0985,0985,within,54,52,44
0985_31774694.jpg,0985_34063936.jpg,0985,0985,within,60,50,32
0985_31510965.jpg,0985_31531146.jpg,0985,0985,within,78,68,38
0985_33495165.jpg,0985_34167055.jpg,0985,0985,within,38,48,66
0849_23151735.jpg,0849_26949823.jpg,0849,0849,within,54,50,36
0849_23959278.jpg,0849_26950573.jpg,0849,0849,within,62,58,32
0849_22875761.jpg,0849_23866789.jpg,0849,0849,within,54,50,56
0849_26950573.jpg,0849_26981154.jpg,0849,0849,within,54,46,40
0849_22971096.jpg,0849_26950635.jpg,0849,0849,within,68,64,34
0369_11044279.jpg,0369_29876553.jpg,0369,0369,within,40,34,22
0369_11769104.jpg,0369_12043227.jpg,0369,0369,within,42,28,30
0369_10683104.jpg,0369_12731852.jpg,0369,0369,within,26,24,18
0369_10618114.jpg,0369_10627948.jpg,0369,0369,within,54,50,30
0369_12819483.jpg,0369_14314151.jpg,0369,0369,within,36,30,20
0549_21748298.jpg,0549_22861810.jpg,0549,0549,within,46,40,34
0549_12697666.jpg,0549_15618464.jpg,0549,0549,within,52,48,20
0549_13823880.jpg,0549_15618464.jpg,0549,0549,within,42,34,20
0549_13823880.jpg,0549_18488050.jpg,0549,0549,within,44,36,22
0549_13823880.jpg,0549_31662479.jpg,0549,0549,within,34,30,20
0278_12089073.jpg,0278_12380992.jpg,0278,0278,within,64,58,32
0278_10313228.jpg,0278_21181246.jpg,0278,0278,within,54,42,30
0278_10445901.jpg,0278_21898069.jpg,0278,0278,within,44,38,22
0278_10875462.jpg,0278_19261509.jpg,0278,0278,within,64,56,46
0278_11237475.jpg,0278_13868069.jpg,0278,0278,within,56,54,38
0528_12309009.jpg,0528_12315027.jpg,0528,0528,within,42,38,16
0528_12313239.jpg,0528_13065186.jpg,0528,0528,within,30,38,24
0528_12309009.jpg,0528_16333667.jpg,0528,0528,within,50,44,18
0528_12309720.jpg,0528_12316480.jpg,0528,0528,within,40,42,18
0528_12309009.jpg,0528_13271404.jpg,0528,0528,within,30,24,10
0639_15078590.jpg,0639_23650193.jpg,0639,0639,within,54,50,32
0639_15078590.jpg,0639_30009214.jpg,0639,0639,within,46,46,22
0639_15078590.jpg,0639_20489106.jpg,0639,0639,within,46,40,28
0639_30009214.jpg,0639_31090250.jpg,0639,0639,within,64,62,40
0639_15078611.jpg,0639_33426041.jpg,0639,0639,within,76,66,58
0501_22640444.jpg,0501_24025968.jpg,0501,0501,within,46,34,36
0501_15652797.jpg,0501_21815793.jpg,0501,0501,within,54,36,16
0501_23920234.jpg,0501_24025968.jpg,0501,0501,within,46,38,46
0501_22640444.jpg,0501_24924101.jpg,0501,0501,within,58,52,42
0501_11952700.jpg,0501_23920234.jpg,0501,0501,within,42,44,44
0174_10226614.jpg,0174_11658831.jpg,0174,0174,within,28,36,24
0174_10226259.jpg,0174_10226293.jpg,0174,0174,within,12,6,8
0174_10251434.jpg,0174_11658831.jpg,0174,0174,within,26,32,24
0174_10226259.jpg,0174_10226614.jpg,0174,0174,within,30,30,20
0174_10446017.jpg,0174_11658831.jpg,0174,0174,within,22,18,14
0721_18964732.jpg,0721_19771535.jpg,0721,0721,within,32,26,22
0721_18954440.jpg,0721_23340237.jpg,0721,0721,within,32,26,14
0721_20724356.jpg,0721_23340237.jpg,0721,0721,within,34,30,26
0721_18952768.jpg,0721_19771535.jpg,0721,0721,within,16,16,8
0721_18960262.jpg,0721_19126643.jpg,0721,0721,within,24,12,12
0888_23983989.jpg,0888_33660140.jpg,0888,0888,within,44,34,16
0888_24213200.jpg,0888_24568380.jpg,0888,0888,within,42,34,28
0888_24213200.jpg,0888_24324471.jpg,0888,0888,within,44,42,20
0888_23978495.jpg,0888_25009994.jpg,0888,0888,within,36,26,6
0888_24030530.jpg,0888_24568375.jpg,0888,0888,within,82,72,46
1010_32604448.jpg,1010_32873878.jpg,1010,1010,within,56,48,46
1010_30621939.jpg,1010_33533233.jpg,1010,1010,within,66,70,42
1010_30523685.jpg,1010_31887876.jpg,1010,1010,within,64,58,30
1010_31754121.jpg,1010_32989500.jpg,1010,1010,within,94,76,64
1010_31887876.jpg,1010_32604448.jpg,1010,1010,within,54,50,56
0159_10236401.jpg,0159_10441631.jpg,0159,0159,within,46,40,28
0159_10231557.jpg,0159_10426235.jpg,0159,0159,within,48,58,26
0159_10252373.jpg,0159_10424383.jpg,0159,0159,within,74,56,44
0159_10231094.jpg,0159_10239437.jpg,0159,0159,within,58,58,30
0159_10236401.jpg,0159_10249488.jpg,0159,0159,within,48,46,30
0497_21746884.jpg,0497_26402885.jpg,0497,0497,within,70,64,16
0497_12852437.jpg,0497_26134765.jpg,0497,0497,within,64,54,16
0497_12596914.jpg,0497_16512707.jpg,0497,0497,within,64,66,40
0497_14414883.jpg,0497_22837547.jpg,0497,0497,within,52,46,30
0497_11920717.jpg,0497_21746884.jpg,0497,0497,within,60,56,18
0085_10728900.jpg,0085_30278135.jpg,0085,0085,within,46,52,38
0085_10251652.jpg,0085_30519630.jpg,0085,0085,within,64,62,24
0085_11032568.jpg,0085_24988805.jpg,0085,0085,within,48,50,6
0085_23105795.jpg,0085_29897888.jpg,0085,0085,within,60,54,14
0085_10728900.jpg,0085_20733344.jpg,0085,0085,within,58,68,38
0848_23001648.jpg,0848_25617181.jpg,0848,0848,within,70,56,26
0848_23384370.jpg,0848_23820512.jpg,0848,0848,within,68,60,22
0848_23001648.jpg,0848_23384370.jpg,0848,0848,within,68,56,24
0848_23001648.jpg,0848_24604982.jpg,0848,0848,within,44,40,14
0848_24095878.jpg,0848_24204250.jpg,0848,0848,within,44,38,22
0642_17487995.jpg,0642_29100461.jpg,0642,0642,within,76,68,58
0642_15195410.jpg,0642_15202611.jpg,0642,0642,within,76,74,38
0642_15202617.jpg,0642_15245059.jpg,0642,0642,within,86,78,34
0642_15199877.jpg,0642_15199943.jpg,0642,0642,within,102,102,38
0642_15195410.jpg,0642_15204673.jpg,0642,0642,within,82,74,20
0889_29345748.jpg,0889_33034938.jpg,0889,0889,within,62,58,52
0889_29345748.jpg,0889_29905602.jpg,0889,0889,within,32,28,26
0889_30445234.jpg,0889_31026167.jpg,0889,0889,within,30,24,24
0889_30776153.jpg,0889_30802286.jpg,0889,0889,within,48,36,46
0889_23929637.jpg,0889_29942765.jpg,0889,0889,within,28,24,24
0677_22585857.jpg,0677_34567078.jpg,0677,0677,within,50,42,34
0677_22956428.jpg,0677_30894650.jpg,0677,0677,within,44,52,34
0677_18014631.jpg,0677_20789080.jpg,0677,0677,within,50,38,16
0677_17852630.jpg,0677_29133714.jpg,0677,0677,within,42,32,16
0677_25460251.jpg,0677_29090668.jpg,0677,0677,within,62,66,42
0047_21348673.jpg,0047_27282499.jpg,0047,0047,within,44,40,20
0047_10195998.jpg,0047_22747559.jpg,0047,0047,within,36,32,28
0047_23822003.jpg,0047_27540004.jpg,0047,0047,within,62,64,40
0047_25674479.jpg,0047_29908354.jpg,0047,0047,within,130,134,138
0047_25674367.jpg,0047_27235070.jpg,0047,0047,within,122,132,122
0649_29774510.jpg,0649_31937438.jpg,0649,0649,within,52,54,30
0649_33751549.jpg,0649_33855377.jpg,0649,0649,within,74,68,34
0649_29774454.jpg,0649_29774524.jpg,0649,0649,within,26,24,2
0649_29774524.jpg,0649_29774567.jpg,0649,0649,within,32,32,2
0649_29774423.jpg,0649_29774454.jpg,0649,0649,within,26,20,2
0589_22711710.jpg,0589_22732219.jpg,0589,0589,within,48,34,19
0589_22806360.jpg,0589_28184160.jpg,0589,0589,within,52,46,24
0589_15526278.jpg,0589_16104653.jpg,0589,0589,within,64,62,28
0589_15526278.jpg,0589_22711710.jpg,0589,0589,within,60,64,30
0589_13501535.jpg,0589_22730456.jpg,0589,0589,within,70,66,33
0438_11182871.jpg,0438_25441355.jpg,0438,0438,within,64,54,30
0438_11640007.jpg,0438_32157269.jpg,0438,0438,within,48,44,12
0438_32157269.jpg,0438_34733251.jpg,0438,0438,within,38,42,16
0438_11809770.jpg,0438_22036250.jpg,0438,0438,within,38,32,20
0438_26533915.jpg,0438_26565520.jpg,0438,0438,within,68,70,26
0840_23132269.jpg,0840_23792904.jpg,0840,0840,within,50,48,30
0840_24213363.jpg,0840_30068618.jpg,0840,0840,within,30,34,18
0840_24492415.jpg,0840_26716155.jpg,0840,0840,within,48,46,40
0840_23792904.jpg,0840_24424385.jpg,0840,0840,within,70,66,36
0840_26716155.jpg,0840_28015510.jpg,0840,0840,within,48,48,32
0910_24757667.jpg,0910_25103465.jpg,0910,0910,within,56,48,30
0910_24542586.jpg,0910_24757667.jpg,0910,0910,within,46,44,30
0910_24757667.jpg,0910_24857982.jpg,0910,0910,within,54,54,48
0910_24758059.jpg,0910_25223487.jpg,0910,0910,within,94,88,80
0910_24542643.jpg,0910_24757667.jpg,0910,0910,within,54,48,26
0597_29255256.jpg,0597_30096054.jpg,0597,0597,within,42,42,22
0597_13663098.jpg,0597_30096054.jpg,0597,0597,within,46,44,32
0597_13663098.jpg,0597_32094673.jpg,0597,0597,within,72,64,46
0597_22773780.jpg,0597_30096054.jpg,0597,0597,within,62,64,22
0597_32094673.jpg,0597_34549857.jpg,0597,0597,within,80,76,58
0712_18500951.jpg,0712_19578459.jpg,0712,0712,within,80,80,34
0712_18504376.jpg,0712_19578459.jpg,0712,0712,within,78,76,56
0712_18490258.jpg,0712_19578459.jpg,0712,0712,within,78,68,18
0712_18500951.jpg,0712_18504376.jpg,0712,0712,within,50,50,30
0712_19080367.jpg,0712_19578400.jpg,0712,0712,within,90,84,38
0436_28396926.jpg,0436_34390503.jpg,0436,0436,within,72,72,23
